Iteration,Loss,Accuracy
18100,0.00309282,1.0
18200,0.00289372,1.0
18300,0.00289372,1.0
18400,0.00338821,1.0
18500,0.00338821,1.0
18600,0.00205765,1.0
18700,0.00205765,1.0
18800,0.00249511,1.0
18900,0.00249511,1.0
19000,0.00100988,1.0
19100,0.00100988,1.0
19200,0.00157398,1.0
19300,0.00157398,1.0
19400,0.00283912,1.0
19500,0.00283912,1.0
19600,0.00199498,1.0
19700,0.00199498,1.0
19800,0.00212835,1.0
19900,0.00212835,1.0
20000,0.00218091,1.0
20100,0.00218091,1.0
20200,0.00264436,1.0
20300,0.00264436,1.0
20400,0.00112642,1.0
20500,0.00112642,1.0
20600,0.00377094,1.0
20700,0.00377094,1.0
20800,0.00199985,1.0
20900,0.00199985,1.0
21000,0.00230326,1.0
21100,0.00230326,1.0
21200,0.00130179,1.0
21300,0.00130179,1.0
21400,0.00256529,1.0
21500,0.00256529,1.0
21600,0.00232427,1.0
21700,0.00232427,1.0
21800,0.00128703,1.0
21900,0.00128703,1.0
22000,0.00242967,1.0
22100,0.00242967,1.0
22200,0.00248842,1.0
22300,0.00248842,1.0
22400,0.00190029,1.0
22500,0.00190029,1.0
22600,0.00102957,1.0
22700,0.00102957,1.0
22800,0.000993502,1.0
22900,0.000993502,1.0
23000,0.00216794,1.0
23100,0.00216794,1.0
23200,0.00251575,1.0
23300,0.00251575,1.0
23400,0.00156566,1.0
23500,0.00156566,1.0
23600,0.000757155,1.0
23700,0.000757155,1.0
23800,0.00151582,1.0
23900,0.00151582,1.0
24000,0.00138165,1.0
24100,0.00138165,1.0
24200,0.00161681,1.0
24300,0.00161681,1.0
24400,0.00210941,1.0
24500,0.00210941,1.0
24600,0.00100696,1.0
24700,0.00100696,1.0
24800,0.00146104,1.0
24900,0.00146104,1.0
25000,0.00101716,1.0
25100,0.00101716,1.0
25200,0.00163285,1.0
25300,0.00163285,1.0
25400,0.00155564,1.0
25500,0.00155564,1.0
25600,0.00140087,1.0
25700,0.00140087,1.0
25800,0.0021033,1.0
25900,0.0021033,1.0
26000,0.00132382,1.0
26100,0.00132382,1.0
26200,0.000585413,1.0
26300,0.000585413,1.0
26400,0.00216573,1.0
26500,0.00216573,1.0
26600,0.00199349,1.0
26700,0.00199349,1.0
26800,0.00130911,1.0
26900,0.00130911,1.0
27000,0.00195056,1.0
27100,0.00195056,1.0
27200,0.00178918,1.0
27300,0.00178918,1.0
27400,0.0016214,1.0
27500,0.0016214,1.0
27600,0.00126922,1.0
27700,0.00126922,1.0
27800,0.00261702,1.0
27900,0.00261702,1.0
28000,0.00340891,1.0
28100,0.00340891,1.0
28200,0.00126378,1.0
28300,0.00126378,1.0
28400,0.000942052,1.0
28500,0.000942052,1.0
28600,0.00130133,1.0
28700,0.00130133,1.0
28800,0.000725929,1.0
28900,0.000725929,1.0
29000,0.0026437,1.0
29100,0.0026437,1.0
29200,0.00160936,1.0
29300,0.00160936,1.0
29400,0.0012752,1.0
29500,0.0012752,1.0
29600,0.00203289,1.0
29700,0.00203289,1.0
29800,0.00213218,1.0
29900,0.00213218,1.0
30000,0.00080466,1.0
30100,0.00080466,1.0
30200,0.00174936,1.0
30300,0.00174936,1.0
30400,0.0019338,1.0
30500,0.0019338,1.0
30600,0.00215505,1.0
30700,0.00215505,1.0
30800,0.0011985,1.0
30900,0.0011985,1.0
31000,0.00115482,1.0
31100,0.00115482,1.0
31200,0.00135968,1.0
31300,0.00135968,1.0
31400,0.00148703,1.0
31500,0.00148703,1.0
31600,0.0012301,1.0
31700,0.0012301,1.0
31800,0.00149407,1.0
31900,0.00149407,1.0
32000,0.00163752,1.0
32100,0.00163752,1.0
32200,0.00129895,1.0
32300,0.00129895,1.0
32400,0.000755225,1.0
32500,0.000755225,1.0
32600,0.0015821,1.0
32700,0.0015821,1.0
32800,0.000885486,1.0
32900,0.000885486,1.0
33000,0.0012936,1.0
33100,0.0012936,1.0
33200,0.000972331,1.0
33300,0.000972331,1.0
33400,0.00166096,1.0
33500,0.00166096,1.0
33600,0.00167301,1.0
33700,0.00167301,1.0
33800,0.00104354,1.0
33900,0.00104354,1.0
34000,0.00119588,1.0
34100,0.00119588,1.0
34200,0.00172063,1.0
34300,0.00172063,1.0
34400,0.000893782,1.0
34500,0.000893782,1.0
34600,0.00120167,1.0
34700,0.00120167,1.0
34800,0.00133822,1.0
34900,0.00133822,1.0
35000,0.00148374,1.0
35100,0.00148374,1.0
35200,0.000837603,1.0
35300,0.000837603,1.0
35400,0.00121624,1.0
35500,0.00121624,1.0
35600,0.00184325,1.0
35700,0.00184325,1.0
35800,0.00121571,1.0
35900,0.00121571,1.0
36000,0.00124105,1.0
36100,0.00124105,1.0
36200,0.00105521,1.0
36300,0.00105521,1.0
36400,0.00156595,1.0
36500,0.00156595,1.0
36600,0.00198535,1.0
36700,0.00198535,1.0
36800,0.00173321,1.0
36900,0.00173321,1.0
37000,0.00128614,1.0
37100,0.00128614,1.0
37200,0.0008682,1.0
37300,0.0008682,1.0
37400,0.00139345,1.0
37500,0.00139345,1.0
37600,0.00111995,1.0
37700,0.00111995,1.0
37800,0.00136757,1.0
37900,0.00136757,1.0
38000,0.00118116,1.0
38100,0.00118116,1.0
38200,0.000723091,1.0
38300,0.000723091,1.0
38400,0.00101678,1.0
38500,0.00101678,1.0
38600,0.00134382,1.0
38700,0.00134382,1.0
38800,0.00714054,1.0
38900,0.00714054,1.0
39000,0.00083133,1.0
39100,0.00083133,1.0
39200,0.00133852,1.0
39300,0.00133852,1.0
39400,0.00126058,1.0
39500,0.00126058,1.0
39600,0.00118066,1.0
39700,0.00118066,1.0
39800,0.000848749,1.0
39900,0.000848749,1.0
40000,0.000961409,1.0
40100,0.000961409,1.0
40200,0.00104305,1.0
40300,0.00104305,1.0
40400,0.00123835,1.0
40500,0.00123835,1.0
40600,0.000931418,1.0
40700,0.000931418,1.0
40800,0.00140436,1.0
40900,0.00140436,1.0
41000,0.00118161,1.0
41100,0.00118161,1.0
41200,0.0011105,1.0
41300,0.0011105,1.0
41400,0.00101808,1.0
41500,0.00101808,1.0
41600,0.000887896,1.0
41700,0.000887896,1.0
41800,0.00124743,1.0
41900,0.00124743,1.0
42000,0.00146433,1.0
42100,0.00146433,1.0
42200,0.000847273,1.0
42300,0.000847273,1.0
42400,0.000985641,1.0
42500,0.000985641,1.0
42600,0.00107777,1.0
42700,0.00107777,1.0
42800,0.001023,1.0
42900,0.001023,1.0
43000,0.000928013,1.0
43100,0.000928013,1.0
43200,0.000900777,1.0
43300,0.000900777,1.0
43400,0.000772137,1.0
43500,0.000772137,1.0
43600,0.00165074,1.0
43700,0.00165074,1.0
43800,0.00188897,1.0
43900,0.00188897,1.0
44000,0.0019366,1.0
44100,0.0019366,1.0
44200,0.00124573,1.0
44300,0.00124573,1.0
44400,0.00132618,1.0
44500,0.00132618,1.0
44600,0.000648551,1.0
44700,0.000648551,1.0
44800,0.000993858,1.0
44900,0.000993858,1.0
45000,0.00145045,1.0
45100,0.00145045,1.0
45200,0.00121654,1.0
45300,0.00121654,1.0
45400,0.00148889,1.0
45500,0.00148889,1.0
45600,0.00243381,1.0
45700,0.00243381,1.0
45800,0.00179296,1.0
45900,0.00179296,1.0
46000,0.000960297,1.0
46100,0.000960297,1.0
46200,0.0025226,1.0
46300,0.0025226,1.0
46400,0.00137905,1.0
46500,0.00137905,1.0
46600,0.00159099,1.0
46700,0.00159099,1.0
46800,0.000834164,1.0
46900,0.000834164,1.0
47000,0.000960024,1.0
47100,0.000960024,1.0
47200,0.00226666,1.0
47300,0.00226666,1.0
47400,0.00126507,1.0
47500,0.00126507,1.0
47600,0.00128973,1.0
47700,0.00128973,1.0
47800,0.00124721,1.0
47900,0.00124721,1.0
48000,0.00120213,1.0
48100,0.00120213,1.0
48200,0.00120472,1.0
48300,0.00120472,1.0
48400,0.000827899,1.0
48500,0.000827899,1.0
48600,0.00144832,1.0
48700,0.00144832,1.0
48800,0.00153883,1.0
48900,0.00153883,1.0
49000,0.00183711,1.0
49100,0.00183711,1.0
49200,0.000549683,1.0
49300,0.000549683,1.0
49400,0.000937953,1.0
49500,0.000937953,1.0
49600,0.00158166,1.0
49700,0.00158166,1.0
49800,0.00111968,1.0
49900,0.00111968,1.0
50000,0.00113021,1.0
50100,0.00113021,1.0
50200,0.00182806,1.0
50300,0.00182806,1.0
50400,0.00165822,1.0
50500,0.00165822,1.0
50600,0.00121451,1.0
50700,0.00121451,1.0
50800,0.00196481,1.0
50900,0.00196481,1.0
51000,0.00134204,1.0
51100,0.00134204,1.0
51200,0.00146472,1.0
51300,0.00146472,1.0
51400,0.00138829,1.0
51500,0.00138829,1.0
51600,0.00160711,1.0
51700,0.00160711,1.0
51800,0.0016054,1.0
51900,0.0016054,1.0
52000,0.000864945,1.0
52100,0.000864945,1.0
52200,0.00177109,1.0
52300,0.00177109,1.0
52400,0.00166621,1.0
52500,0.00166621,1.0
52600,0.00140318,1.0
52700,0.00140318,1.0
52800,0.00105385,1.0
52900,0.00105385,1.0
53000,0.000736016,1.0
53100,0.000736016,1.0
53200,0.00144033,1.0
53300,0.00144033,1.0
53400,0.00181048,1.0
53500,0.00181048,1.0
53600,0.00133275,1.0
53700,0.00133275,1.0
53800,0.00115328,1.0
53900,0.00115328,1.0
54000,0.00144037,1.0
54100,0.00144037,1.0
54200,0.00101669,1.0
54300,0.00101669,1.0
54400,0.00118467,1.0
54500,0.00118467,1.0
54600,0.00129983,1.0
54700,0.00129983,1.0
54800,0.00125071,1.0
54900,0.00125071,1.0
55000,0.00104901,1.0
55100,0.00104901,1.0
55200,0.000991062,1.0
55300,0.000991062,1.0
55400,0.00130974,1.0
55500,0.00130974,1.0
55600,0.0012973,1.0
55700,0.0012973,1.0
55800,0.000845068,1.0
55900,0.000845068,1.0
56000,0.00166787,1.0
56100,0.00166787,1.0
56200,0.000881166,1.0
56300,0.000881166,1.0
56400,0.00106839,1.0
56500,0.00106839,1.0
56600,0.00134278,1.0
56700,0.00134278,1.0
56800,0.00119345,1.0
56900,0.00119345,1.0
57000,0.00113987,1.0
57100,0.00113987,1.0
57200,0.00132004,1.0
57300,0.00132004,1.0
57400,0.00148289,1.0
57500,0.00148289,1.0
57600,0.00162163,1.0
57700,0.00162163,1.0
57800,0.000956925,1.0
57900,0.000956925,1.0
58000,0.00185975,1.0
58100,0.00185975,1.0
58200,0.00216843,1.0
58300,0.00216843,1.0
58400,0.00131528,1.0
58500,0.00131528,1.0
58600,0.000823341,1.0
58700,0.000823341,1.0
58800,0.00107565,1.0
58900,0.00107565,1.0
59000,0.00061208,1.0
59100,0.00061208,1.0
59200,0.00234457,1.0
59300,0.00234457,1.0
59400,0.00158372,1.0
59500,0.00158372,1.0
59600,0.00107255,1.0
59700,0.00107255,1.0
59800,0.00173799,1.0
59900,0.00173799,1.0
60000,0.00183153,1.0
60100,0.00183153,1.0
60200,0.000856419,1.0
60300,0.000856419,1.0
60400,0.00124634,1.0
60500,0.00124634,1.0
60600,0.00205496,1.0
60700,0.00205496,1.0
60800,0.00140356,1.0
60900,0.00140356,1.0
61000,0.000943312,1.0
61100,0.000943312,1.0
61200,0.00116074,1.0
61300,0.00116074,1.0
61400,0.00105959,1.0
61500,0.00105959,1.0
61600,0.00137583,1.0
61700,0.00137583,1.0
61800,0.00135212,1.0
61900,0.00135212,1.0
62000,0.000935628,1.0
62100,0.000935628,1.0
62200,0.00154143,1.0
62300,0.00154143,1.0
62400,0.00150251,1.0
62500,0.00150251,1.0
62600,0.000895774,1.0
62700,0.000895774,1.0
62800,0.00153572,1.0
62900,0.00153572,1.0
63000,0.000818268,1.0
63100,0.000818268,1.0
63200,0.00120835,1.0
63300,0.00120835,1.0
63400,0.00126642,1.0
63500,0.00126642,1.0
63600,0.00113584,1.0
63700,0.00113584,1.0
63800,0.00126896,1.0
63900,0.00126896,1.0
64000,0.000892784,1.0
64100,0.000892784,1.0
64200,0.00130318,1.0
64300,0.00130318,1.0
64400,0.00136773,1.0
64500,0.00136773,1.0
64600,0.000589198,1.0
64700,0.000589198,1.0
64800,0.00109948,1.0
64900,0.00109948,1.0
65000,0.000697629,1.0
65100,0.000697629,1.0
65200,0.0014944,1.0
65300,0.0014944,1.0
65400,0.000852691,1.0
65500,0.000852691,1.0
65600,0.0010718,1.0
65700,0.0010718,1.0
65800,0.00158054,1.0
65900,0.00158054,1.0
66000,0.00121877,1.0
66100,0.00121877,1.0
66200,0.00114217,1.0
66300,0.00114217,1.0
66400,0.0010752,1.0
66500,0.0010752,1.0
66600,0.0012063,1.0
66700,0.0012063,1.0
66800,0.0015716,1.0
66900,0.0015716,1.0
67000,0.00165891,1.0
67100,0.00165891,1.0
67200,0.000893978,1.0
67300,0.000893978,1.0
67400,0.000855684,1.0
67500,0.000855684,1.0
67600,0.0011371,1.0
67700,0.0011371,1.0
67800,0.000784062,1.0
67900,0.000784062,1.0
68000,0.00116497,1.0
68100,0.00116497,1.0
68200,0.00134525,1.0
68300,0.00134525,1.0
68400,0.000859697,1.0
68500,0.000859697,1.0
68600,0.000701728,1.0
68700,0.000701728,1.0
68800,0.00105629,1.0
68900,0.00105629,1.0
69000,0.00406091,1.0
69100,0.00406091,1.0
69200,0.000786486,1.0
69300,0.000786486,1.0
69400,0.00156953,1.0
69500,0.00156953,1.0
69600,0.00108252,1.0
69700,0.00108252,1.0
69800,0.00114451,1.0
69900,0.00114451,1.0
70000,0.000943583,1.0
70100,0.000943583,1.0
70200,0.00104115,1.0
70300,0.00104115,1.0
70400,0.000842665,1.0
70500,0.000842665,1.0
70600,0.00099779,1.0
70700,0.00099779,1.0
70800,0.000900506,1.0
70900,0.000900506,1.0
71000,0.00135496,1.0
71100,0.00135496,1.0
71200,0.00104554,1.0
71300,0.00104554,1.0
71400,0.00111094,1.0
71500,0.00111094,1.0
71600,0.00125747,1.0
71700,0.00125747,1.0
71800,0.00109651,1.0
71900,0.00109651,1.0
72000,0.00164112,1.0
72100,0.00164112,1.0
72200,0.00153248,1.0
72300,0.00153248,1.0
72400,0.00105102,1.0
72500,0.00105102,1.0
72600,0.000693486,1.0
72700,0.000693486,1.0
72800,0.00104403,1.0
72900,0.00104403,1.0
73000,0.00140792,1.0
73100,0.00140792,1.0
73200,0.000852727,1.0
73300,0.000852727,1.0
73400,0.0011007,1.0
73500,0.0011007,1.0
73600,0.000930248,1.0
73700,0.000930248,1.0
73800,0.0011812,1.0
73900,0.0011812,1.0
74000,0.00159715,1.0
74100,0.00159715,1.0
74200,0.00192282,1.0
74300,0.00192282,1.0
74400,0.00106279,1.0
74500,0.00106279,1.0
74600,0.000910056,1.0
74700,0.000910056,1.0
74800,0.00133551,1.0
74900,0.00133551,1.0
75000,0.000821276,1.0
75100,0.000821276,1.0
75200,0.00149728,1.0
75300,0.00149728,1.0
75400,0.00119509,1.0
75500,0.00119509,1.0
75600,0.00152123,1.0
75700,0.00152123,1.0
75800,0.00237077,1.0
75900,0.00237077,1.0
76000,0.00147972,1.0
76100,0.00147972,1.0
76200,0.00101934,1.0
76300,0.00101934,1.0
76400,0.00191833,1.0
76500,0.00191833,1.0
76600,0.00120424,1.0
76700,0.00120424,1.0
76800,0.0014939,1.0
76900,0.0014939,1.0
77000,0.00105283,1.0
77100,0.00105283,1.0
77200,0.000940642,1.0
77300,0.000940642,1.0
77400,0.0015625,1.0
77500,0.0015625,1.0
77600,0.00129879,1.0
77700,0.00129879,1.0
77800,0.0010588,1.0
77900,0.0010588,1.0
78000,0.00101446,1.0
78100,0.00101446,1.0
78200,0.00161798,1.0
78300,0.00161798,1.0
78400,0.00134583,1.0
78500,0.00134583,1.0
78600,0.000552966,1.0
78700,0.000552966,1.0
78800,0.00139511,1.0
78900,0.00139511,1.0
79000,0.00173022,1.0
79100,0.00173022,1.0
79200,0.00143118,1.0
79300,0.00143118,1.0
79400,0.000798827,1.0
79500,0.000798827,1.0
79600,0.000712481,1.0
79700,0.000712481,1.0
79800,0.00150436,1.0
79900,0.00150436,1.0
80000,0.00112156,1.0
80100,0.00112156,1.0
80200,0.000817298,1.0
80300,0.000817298,1.0
80400,0.00174515,1.0
80500,0.00174515,1.0
80600,0.00136446,1.0
80700,0.00136446,1.0
80800,0.00127974,1.0
80900,0.00127974,1.0
81000,0.00181417,1.0
81100,0.00181417,1.0
81200,0.00163386,1.0
81300,0.00163386,1.0
81400,0.00112401,1.0
81500,0.00112401,1.0
81600,0.00133698,1.0
81700,0.00133698,1.0
81800,0.00177596,1.0
81900,0.00177596,1.0
82000,0.00150049,1.0
82100,0.00150049,1.0
82200,0.000875389,1.0
82300,0.000875389,1.0
82400,0.00191638,1.0
82500,0.00191638,1.0
82600,0.00150521,1.0
82700,0.00150521,1.0
82800,0.00128916,1.0
82900,0.00128916,1.0
83000,0.00132293,1.0
83100,0.00132293,1.0
83200,0.000747839,1.0
83300,0.000747839,1.0
83400,0.00138366,1.0
83500,0.00138366,1.0
83600,0.00147417,1.0
83700,0.00147417,1.0
83800,0.00101296,1.0
83900,0.00101296,1.0
84000,0.00159619,1.0
84100,0.00159619,1.0
84200,0.00145543,1.0
84300,0.00145543,1.0
84400,0.000874181,1.0
84500,0.000874181,1.0
84600,0.00138833,1.0
84700,0.00138833,1.0
84800,0.00113082,1.0
84900,0.00113082,1.0
85000,0.00135558,1.0
85100,0.00135558,1.0
85200,0.00104777,1.0
85300,0.00104777,1.0
85400,0.000989477,1.0
85500,0.000989477,1.0
85600,0.00148411,1.0
85700,0.00148411,1.0
85800,0.00178367,1.0
85900,0.00178367,1.0
86000,0.00078266,1.0
86100,0.00078266,1.0
86200,0.00166592,1.0
86300,0.00166592,1.0
86400,0.000845532,1.0
86500,0.000845532,1.0
86600,0.0013366,1.0
86700,0.0013366,1.0
86800,0.0010651,1.0
86900,0.0010651,1.0
87000,0.000849094,1.0
87100,0.000849094,1.0
87200,0.00120065,1.0
87300,0.00120065,1.0
87400,0.00111873,1.0
87500,0.00111873,1.0
87600,0.00157044,1.0
87700,0.00157044,1.0
87800,0.00148669,1.0
87900,0.00148669,1.0
88000,0.000967536,1.0
88100,0.000967536,1.0
88200,0.00193738,1.0
88300,0.00193738,1.0
88400,0.00171447,1.0
88500,0.00171447,1.0
88600,0.00123349,1.0
88700,0.00123349,1.0
88800,0.00100386,1.0
88900,0.00100386,1.0
89000,0.000885948,1.0
89100,0.000885948,1.0
89200,0.000546998,1.0
89300,0.000546998,1.0
89400,0.00226756,1.0
89500,0.00226756,1.0
89600,0.00146584,1.0
89700,0.00146584,1.0
89800,0.00120727,1.0
89900,0.00120727,1.0
90000,0.00141825,1.0
90100,0.00141825,1.0
90200,0.0012545,1.0
90300,0.0012545,1.0
90400,0.000786559,1.0
90500,0.000786559,1.0
90600,0.00096852,1.0
90700,0.00096852,1.0
90800,0.00193167,1.0
90900,0.00193167,1.0
91000,0.00132548,1.0
91100,0.00132548,1.0
91200,0.00100052,1.0
91300,0.00100052,1.0
91400,0.00118504,1.0
91500,0.00118504,1.0
91600,0.000829942,1.0
91700,0.000829942,1.0
91800,0.00120912,1.0
91900,0.00120912,1.0
92000,0.00144614,1.0
92100,0.00144614,1.0
92200,0.00105829,1.0
92300,0.00105829,1.0
92400,0.00148464,1.0
92500,0.00148464,1.0
92600,0.00153228,1.0
92700,0.00153228,1.0
92800,0.00123975,1.0
92900,0.00123975,1.0
93000,0.00153972,1.0
93100,0.00153972,1.0
93200,0.000865623,1.0
93300,0.000865623,1.0
93400,0.00128514,1.0
93500,0.00128514,1.0
93600,0.00139486,1.0
93700,0.00139486,1.0
93800,0.00141917,1.0
93900,0.00141917,1.0
94000,0.0012375,1.0
94100,0.0012375,1.0
94200,0.000825463,1.0
94300,0.000825463,1.0
94400,0.00120103,1.0
94500,0.00120103,1.0
94600,0.0013234,1.0
94700,0.0013234,1.0
94800,0.000830837,1.0
94900,0.000830837,1.0
95000,0.00113576,1.0
95100,0.00113576,1.0
95200,0.00071368,1.0
95300,0.00071368,1.0
95400,0.00133489,1.0
95500,0.00133489,1.0
95600,0.000806456,1.0
95700,0.000806456,1.0
95800,0.000987499,1.0
95900,0.000987499,1.0
96000,0.0015488,1.0
96100,0.0015488,1.0
96200,0.00133283,1.0
96300,0.00133283,1.0
96400,0.00107253,1.0
96500,0.00107253,1.0
96600,0.000867447,1.0
96700,0.000867447,1.0
96800,0.00132788,1.0
96900,0.00132788,1.0
97000,0.00133998,1.0
97100,0.00133998,1.0
97200,0.00124216,1.0
97300,0.00124216,1.0
97400,0.000886782,1.0
97500,0.000886782,1.0
97600,0.000752786,1.0
97700,0.000752786,1.0
97800,0.00105367,1.0
97900,0.00105367,1.0
98000,0.000729222,1.0
98100,0.000729222,1.0
98200,0.000791851,1.0
98300,0.000791851,1.0
98400,0.00124772,1.0
98500,0.00124772,1.0
98600,0.000723818,1.0
98700,0.000723818,1.0
98800,0.000683354,1.0
98900,0.000683354,1.0
99000,0.000980741,1.0
99100,0.000980741,1.0
99200,0.00302101,1.0
99300,0.00302101,1.0
99400,0.000729997,1.0
99500,0.000729997,1.0
99600,0.0018313,1.0
99700,0.0018313,1.0
99800,0.00133843,1.0
99900,0.00133843,1.0
