Iteration,Loss
0,16.0628
40,2.26118
80,1.44696
120,1.51056
160,1.1745
200,1.04639
240,0.852143
280,0.896199
320,0.688978
360,0.691071
400,0.684488
440,0.705702
480,0.621328
520,0.730148
560,0.572661
600,0.645492
640,0.551748
680,0.678352
720,0.526521
760,0.620749
800,0.49606
840,0.595998
880,0.585315
920,0.700344
960,0.514335
1000,0.555847
1040,0.451078
1080,0.543763
1120,0.457579
1160,0.505365
1200,0.455904
1240,0.476174
1280,0.455874
1320,0.47372
1360,0.456907
1400,0.497098
1440,0.431044
1480,0.498395
1520,0.439141
1560,0.463701
1600,0.412588
1640,0.480478
1680,0.442117
1720,0.438637
1760,0.380726
1800,0.409756
1840,0.39998
1880,0.417786
1920,0.400923
1960,0.445952
2000,0.433979
2040,0.40257
2080,0.36787
2120,0.404965
2160,0.389008
2200,0.406309
2240,0.386083
2280,0.378109
2320,0.357128
2360,0.404967
2400,0.377957
2440,0.436826
2480,0.310308
2520,0.353939
2560,0.306422
2600,0.344113
2640,0.350163
2680,0.344417
2720,0.28638
2760,0.322653
2800,0.330339
2840,0.3766
2880,0.292841
2920,0.364039
2960,0.354084
3000,0.292091
3040,0.291094
3080,0.258775
3120,0.296741
3160,0.283799
3200,0.288162
3240,0.249562
3280,0.276882
3320,0.241944
3360,0.264644
3400,0.229981
3440,0.28761
3480,0.230992
3520,0.297352
3560,0.243689
3600,0.252825
3640,0.190287
3680,0.218278
3720,0.268586
3760,0.270459
3800,0.223759
3840,0.254768
3880,0.217799
3920,0.211716
3960,0.205355
4000,0.187631
4040,0.188707
4080,0.199098
4120,0.193774
4160,0.211762
4200,0.197673
4240,0.201719
4280,0.19059
4320,0.204385
4360,0.177575
4400,0.180662
4440,0.304957
4480,0.16708
4520,0.193664
4560,0.187763
4600,0.228204
4640,0.202768
4680,0.167335
4720,0.137768
4760,0.136542
4800,0.109805
4840,0.179457
4880,0.169457
4920,0.133844
4960,0.151554
5000,0.191141
5040,0.146035
5080,0.25037
5120,0.22669
5160,0.148015
5200,0.152074
5240,0.103042
5280,0.102032
5320,0.1578
5360,0.141012
5400,0.0770324
5440,0.102059
5480,0.122908
5520,0.187815
5560,0.145155
5600,0.120896
5640,0.207879
5680,0.150511
5720,0.189078
5760,0.0972709
5800,0.132449
5840,0.192742
5880,0.0773303
5920,0.12002
5960,0.0985879
6000,0.128564
6040,0.219988
6080,0.128657
6120,0.0871355
6160,0.114918
6200,0.12374
6240,0.117592
6280,0.182782
6320,0.123008
6360,0.119761
6400,0.127481
6440,0.0983638
6480,0.139444
6520,0.0693534
6560,0.147074
6600,0.181562
6640,0.15161
6680,0.100017
6720,0.0913447
6760,0.0467187
6800,0.0393669
6840,0.0204443
6880,0.0410538
6920,0.025927
6960,0.0351009
7000,0.0195069
7040,0.0232408
7080,0.0395624
7120,0.263929
7160,0.125438
7200,0.0824053
7240,0.0702162
7280,0.135548
7320,0.134924
7360,0.0680893
7400,0.040104
7440,0.0697834
7480,0.111763
7520,0.18954
7560,0.0618346
7600,0.14444
7640,0.0528477
7680,0.108131
7720,0.103219
7760,0.103413
7800,0.0791214
7840,0.0294426
7880,0.0153242
7920,0.0319808
7960,0.193624
8000,0.193706
8040,0.0886581
8080,0.0804636
8120,0.0794129
8160,0.0700669
8200,0.0431686
8240,0.0542867
8280,0.0369659
8320,0.0212157
8360,0.0134034
8400,0.0410592
8440,0.0459138
8480,0.0402343
8520,0.228525
8560,0.151999
8600,0.0460376
8640,0.0712558
8680,0.173192
8720,0.102779
8760,0.041294
8800,0.0398762
8840,0.0221335
8880,0.0398584
8920,0.0300505
8960,0.0195638
9000,0.0723798
9040,0.0543631
9080,0.0375926
9120,0.0272928
9160,0.026066
9200,0.0211069
9240,0.0081375
9280,0.0202464
9320,0.0561961
9360,0.128211
9400,0.0461309
9440,0.0401642
9480,0.0290011
9520,0.0166048
9560,0.0193014
9600,0.0235747
9640,0.116085
9680,0.107686
9720,0.0514337
9760,0.0312563
9800,0.0221628
9840,0.0410436
9880,0.04713
9920,0.114954
9960,0.173682
10000,0.0945019
